公司代码 	公司简称 	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	
603335	  迪生力	  603335	  迪生力	  2017-06-20	  25334.00	  6334.00	  
603336	  宏辉果蔬	  603336	  宏辉果蔬	  2016-11-24	  13335.00	  3335.00	  
603337	  杰克股份	  603337	  杰克股份	  2017-01-19	  20667.00	  5167.00	  
603338	  浙江鼎力	  603338	  浙江鼎力	  2015-03-25	  16250.00	  4622.50	  
603339	  四方冷链	  603339	  四方冷链	  2016-05-19	  21024.63	  5680.00	  
603345	  安井食品	  603345	  安井食品	  2017-02-22	  21604.00	  5401.00	  
603355	  莱克电气	  603355	  莱克电气	  2015-05-13	  40100.00	  6669.00	  
603357	  设计总院	  603357	  设计总院	  2017-08-01	  32467.34	  8120.00	  
603358	  华达科技	  603358	  华达科技	  2017-01-25	  16000.00	  4000.00	  
603359	  东珠景观	  603359	  东珠景观	  2017-09-01	  22760.00	  5690.00	  
603360	  百傲化学	  603360	  百傲化学	  2017-02-06	  13334.00	  3334.00	  
603363	  傲农生物	  603363	  傲农生物	  2017-09-26	  42000.00	  6000.00	  
603366	  日出东方	  603366	  日出东方	  2012-05-21	  80000.00	  80000.00	  
603367	  辰欣药业	  603367	  辰欣药业	  2017-09-29	  45335.30	  10000.00	  
603368	  柳州医药	  603368	  柳州医药	  2014-12-04	  18505.25	  7459.91	  
603369	  今世缘	  603369	  今世缘	  2014-07-03	  125450.00	  125450.00	  
603377	  东方时尚	  603377	  东方时尚	  2016-02-05	  42000.00	  11775.63	  
603378	  亚士创能	  603378	  亚士创能	  2017-09-28	  19480.00	  4900.00	  
603380	  易德龙	  603380	  易德龙	  2017-06-22	  16000.00	  4000.00	  
603383	  顶点软件	  603383	  顶点软件	  2017-05-22	  8586.70	  2105.00	  
603385	  惠达卫浴	  603385	  惠达卫浴	  2017-04-05	  28415.11	  7104.00	  
603386	  广东骏亚	  603386	  广东骏亚	  2017-09-12	  20180.00	  5050.00	  
603387	  基蛋生物	  603387	  基蛋生物	  2017-07-17	  13200.00	  3300.00	  
603388	  元成股份	  603388	  元成股份	  2017-03-24	  20000.00	  5000.00	  
603389	  亚振家居	  603389	  亚振家居	  2016-12-15	  21896.00	  5474.95	  
603393	  新天然气	  603393	  新天然气	  2016-09-12	  16000.00	  9564.47	  
603396	  金辰股份	  603396	  金辰股份	  2017-10-18	  7555.67	  1889.00	  
603398	  邦宝益智	  603398	  邦宝益智	  2015-12-09	  21248.00	  5280.00	  
603399	  新华龙	  603399	  新华龙	  2012-08-24	  54325.06	  49925.06	  
603416	  信捷电气	  603416	  信捷电气	  2016-12-21	  14056.00	  3514.00	  
603421	  鼎信通讯	  603421	  鼎信通讯	  2016-10-11	  44310.55	  4340.00	  
603429	  集友股份	  603429	  集友股份	  2017-01-24	  13600.00	  3400.00	  
603444	  吉比特	  603444	  吉比特	  2017-01-04	  7173.99	  1780.00	  
603456	  九洲药业	  603456	  九洲药业	  2014-10-10	  44784.62	  44314.62	  
603458	  勘设股份	  603458	  勘设股份	  2017-08-09	  12415.15	  3103.79	  
603466	  风语筑	  603466	  风语筑	  2017-10-20	  14400.00	  3600.00	  
603488	  展鹏科技	  603488	  展鹏科技	  2017-05-16	  20800.00	  5200.00	  
603496	  恒为科技	  603496	  恒为科技	  2017-06-07	  10000.00	  2500.00	  
603499	  翔港科技	  603499	  翔港科技	  2017-10-16	  10000.00	  2500.00	  
603500	  祥和实业	  603500	  祥和实业	  2017-09-04	  12600.00	  3150.00	  
603501	  韦尔股份	  603501	  韦尔股份	  2017-05-04	  41600.00	  4160.00	  
603505	  金石资源	  603505	  金石资源	  2017-05-03	  24000.00	  6000.00	  
603508	  思维列控	  603508	  思维列控	  2015-12-24	  16000.00	  6520.00	  
603515	  欧普照明	  603515	  欧普照明	  2016-08-19	  57947.91	  9796.21	  
603517	  绝味食品	  603517	  绝味食品	  2017-03-17	  41000.00	  5000.00	  
603518	  维格娜丝	  603518	  维格娜丝	  2014-12-03	  15229.16	  5562.76	  
603519	  立霸股份	  603519	  立霸股份	  2015-03-19	  16000.00	  7687.96	  
603520	  司太立	  603520	  司太立	  2016-03-09	  12000.00	  6465.00	  
603527	  众源新材	  603527	  众源新材	  2017-09-07	  12440.00	  3110.00	  
603528	  多伦科技	  603528	  多伦科技	  2016-05-03	  62004.00	  18759.00	  
603533	  掌阅科技	  603533	  掌阅科技	  2017-09-21	  40100.00	  4100.00	  
603535	  嘉诚国际	  603535	  嘉诚国际	  2017-08-08	  15040.00	  3760.00	  
603536	  惠发股份	  603536	  惠发股份	  2017-06-13	  12000.00	  3000.00	  
603538	  美诺华	  603538	  美诺华	  2017-04-07	  12000.00	  3000.00	  
603555	  贵人鸟	  603555	  贵人鸟	  2014-01-24	  62860.21	  61400.00	  
603556	  海兴电力	  603556	  海兴电力	  2016-11-10	  38019.20	  9334.00	  
603557	  起步股份	  603557	  起步股份	  2017-08-18	  46997.97	  4700.00	  
603558	  健盛集团	  603558	  健盛集团	  2015-01-27	  40261.81	  11550.00	  
603559	  中通国脉	  603559	  中通国脉	  2016-12-02	  13200.00	  3300.00	  
603566	  普莱柯	  603566	  普莱柯	  2015-05-18	  32374.00	  16211.82	  
603567	  珍宝岛	  603567	  珍宝岛	  2015-04-24	  84916.00	  27316.00	  
603568	  伟明环保	  603568	  伟明环保	  2015-05-28	  68721.00	  13063.80	  
603569	  长久物流	  603569	  长久物流	  2016-08-10	  40001.00	  5728.34	  
603577	  汇金通	  603577	  汇金通	  2016-12-22	  17502.00	  4377.00	  
603578	  三星新材	  603578	  三星新材	  2017-03-06	  8800.00	  2200.00	  
603579	  荣泰健康	  603579	  荣泰健康	  2017-01-11	  14000.00	  3500.00	  
603580	  艾艾精工	  603580	  艾艾精工	  2017-05-25	  6667.00	  1667.00	  
603585	  苏利股份	  603585	  苏利股份	  2016-12-14	  15000.00	  3750.00	  
603586	  金麒麟	  603586	  金麒麟	  2017-04-06	  20937.00	  5250.00	  
603588	  高能环境	  603588	  高能环境	  2014-12-29	  66219.10	  48920.54	  
603589	  口子窖	  603589	  口子窖	  2015-06-29	  60000.00	  29352.44	  
603595	  东尼电子	  603595	  东尼电子	  2017-07-12	  10000.00	  2500.00	  
603598	  引力传媒	  603598	  引力传媒	  2015-05-27	  27111.30	  9736.00	  
